text,label,sentiment,new_sentiment
"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",4,compliment,positivo
U should have made an appointment,3,informal,negativo
"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",1,neutral,negativo
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",0,negative,positivo
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",3,informal,negativo
Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,0,negative,negativo
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,3,informal,negativo
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",2,positive,positivo
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,0,negative,negativo
"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",3,informal,negativo
"Sorry, I'll call later",1,neutral,negativo
I cant pick the phone right now. Pls send a message,1,neutral,negativo
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,3,informal,negativo
Not getting anywhere with this damn job hunting over here!,3,informal,negativo
Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?,3,informal,negativo
"idc get over here, you are not weaseling your way out of this shit twice in a row",0,negative,positivo
I wil be there with in  &lt;#&gt;  minutes. Got any space,1,neutral,negativo
Just sleeping..and surfing,1,neutral,negativo
Thanks for picking up the trash.,4,compliment,positivo
Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,1,neutral,negativo
"""Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx""",3,informal,positivo
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,2,positive,positivo
That means get the door,1,neutral,positivo
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,2,positive,negativo
"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",0,negative,negativo
Beerage?,1,neutral,negativo
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,0,negative,negativo
Dont think so. It turns off like randomlly within 5min of opening,2,positive,negativo
"She was supposed to be but couldn't make it, she's still in town though",1,neutral,negativo
It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,1,neutral,negativo
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),0,negative,negativo
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",0,negative,negativo
Gud mrng dear hav a nice day,2,positive,positivo
This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,4,compliment,negativo
All e best 4 ur driving tmr :-),4,compliment,negativo
Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,3,informal,negativo
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,3,informal,negativo
There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,3,informal,negativo
it's really getting me down just hanging around.,1,neutral,negativo
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",0,negative,negativo
"""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic""",1,neutral,negativo
Ok i msg u b4 i leave my house.,3,informal,negativo
"""Gimme a few"" was  &lt;#&gt;  minutes ago",1,neutral,negativo
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",0,negative,negativo
Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,3,informal,negativo
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,0,negative,negativo
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,0,negative,negativo
K I'll be there before 4.,1,neutral,negativo
I dled 3d its very imp,1,neutral,negativo
"sure, but make sure he knows we ain't smokin yet",2,positive,positivo
Boooo you always work. Just quit.,1,neutral,negativo
I am taking half day leave bec i am not well,1,neutral,negativo
Ugh I don't wanna get out of bed. It's so warm.,3,informal,positivo
S:)s.nervous  &lt;#&gt; :),2,positive,negativo
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,2,positive,positivo
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0,negative,negativo
I borrow ur bag ok.,3,informal,negativo
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",0,negative,negativo
Where's my boytoy? I miss you ... What happened?,1,neutral,negativo
"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",0,negative,positivo
Also are you bringing galileo or dobby,1,neutral,negativo
Then why you not responding,1,neutral,negativo
"""BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.""",3,informal,positivo
Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,2,positive,positivo
On the road so cant txt,1,neutral,negativo
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",0,negative,negativo
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,0,negative,negativo
Have a good evening! Ttyl,4,compliment,positivo
Hmm .. Bits and pieces lol ... *sighs* ...,3,informal,negativo
Hahaha..use your brain dear,2,positive,positivo
Hey. You got any mail?,3,informal,positivo
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",2,positive,negativo
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,4,compliment,positivo
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,0,negative,negativo
Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,3,informal,negativo
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",0,negative,negativo
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",4,compliment,positivo
Surely result will offer:),2,positive,positivo
Good Morning my Dear........... Have a great &amp; successful day.,4,compliment,positivo
Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,0,negative,negativo
"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",4,compliment,negativo
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,0,negative,negativo
Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,0,negative,negativo
I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,3,informal,negativo
"Pls send me a comprehensive mail about who i'm paying, when and how much.",2,positive,negativo
Our Prashanthettan's mother passed away last night. pray for her and family.,2,positive,negativo
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",0,negative,negativo
K.k:)when are you going?,1,neutral,negativo
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,2,positive,negativo
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,2,positive,negativo
I am in office:)whats the matter..msg me now.i will call you at break:).,1,neutral,positivo
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",1,neutral,negativo
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",0,negative,negativo
U reach orchard already? U wan 2 go buy tickets first?,3,informal,negativo
"I am real, baby! I want to bring out your inner tigress...",1,neutral,positivo
No da if you run that it activate the full version da.,1,neutral,negativo
"""AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.""",3,informal,negativo
Stop the story. I've told him i've returned it and he's saying i should not re order it.,1,neutral,negativo
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,0,negative,positivo
Going to take your babe out ?,1,neutral,negativo
Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,0,negative,negativo
Spoons it is then okay?,2,positive,positivo
Did he just say somebody is named tampa,1,neutral,negativo
In work now. Going have in few min.,1,neutral,negativo
Your brother is a genius,1,neutral,positivo
"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",1,neutral,negativo
Did u find out what time the bus is at coz i need to sort some stuff out.,3,informal,negativo
Dude ive been seeing a lotta corvettes lately,3,informal,positivo
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,0,negative,negativo
"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",0,negative,positivo
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,0,negative,negativo
Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,0,negative,negativo
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,0,negative,negativo
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",3,informal,negativo
Its going good...no problem..but still need little experience to understand american customer voice...,2,positive,negativo
I'll text you when I drop x off,1,neutral,positivo
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,0,negative,negativo
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,4,compliment,negativo
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",0,negative,negativo
Are you in castor? You need to see something,1,neutral,positivo
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,0,negative,positivo
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,0,negative,negativo
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,0,negative,negativo
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,0,negative,negativo
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",3,informal,negativo
I love to give massages. I use lots of baby oil... What is your fave position?,4,compliment,positivo
Dude we should go sup again,3,informal,positivo
Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,3,informal,negativo
Gibbs unsold.mike hussey,1,neutral,negativo
I like to talk pa but am not able to. I dont know y.,1,neutral,negativo
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,3,informal,negativo
You unbelievable faglord,1,neutral,negativo
Wife.how she knew the time of murder exactly,0,negative,negativo
Why do you ask princess?,1,neutral,negativo
I am great princess! What are you thinking about me? :),4,compliment,positivo
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,1,neutral,negativo
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,3,informal,negativo
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,1,neutral,negativo
"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",4,compliment,positivo
Hope you are having a good week. Just checking in,4,compliment,positivo
"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",2,positive,positivo
"Thursday night? Yeah, sure thing, we'll work it out then",2,positive,positivo
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",0,negative,negativo
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0,negative,positivo
How is it possible to teach you. And where.,1,neutral,negativo
"I wonder if your phone battery went dead ? I had to tell you, I love you babe",1,neutral,positivo
Lovely smell on this bus and it ain't tobacco...,2,positive,positivo
"We're all getting worried over here, derek and taylor have already assumed the worst",0,negative,negativo
Hey what's up charles sorry about the late reply.,3,informal,negativo
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",0,negative,negativo
I.ll give her once i have it. Plus she said grinule greet you whenever we speak,2,positive,positivo
WHITE FUDGE OREOS ARE IN STORES,1,neutral,negativo
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",0,negative,negativo
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,2,positive,positivo
I am sorry it hurt you.,0,negative,negativo
Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,0,negative,negativo
Ok lor but not too early. Me still having project meeting now.,2,positive,positivo
"Call me da, i am waiting for your call.",1,neutral,negativo
I could ask carlos if we could get more if anybody else can chip in,1,neutral,negativo
Was actually about to send you a reminder today. Have a wonderful weekend,4,compliment,positivo
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",3,informal,negativo
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,3,informal,negativo
Dont talk to him ever ok its my word.,2,positive,negativo
When u wana see it then,3,informal,negativo
On ma way to school. Can you pls send me ashley's number,1,neutral,negativo
It shall be fine. I have avalarr now. Will hollalater,2,positive,positivo
She went to attend another two rounds today..but still did't reach home..,1,neutral,negativo
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0,negative,negativo
"K, wait chikku..il send aftr  &lt;#&gt; mins",1,neutral,negativo
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,0,negative,negativo
K:)i will give my kvb acc details:),1,neutral,negativo
Oh all have to come ah?,1,neutral,negativo
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,0,negative,positivo
I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),3,informal,positivo
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,4,compliment,positivo
So do you have samus shoulders yet,1,neutral,negativo
What time you think you'll have it? Need to know when I should be near campus,1,neutral,negativo
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",0,negative,negativo
Then dun wear jeans lor...,1,neutral,negativo
"Since when, which side, any fever, any vomitin.",1,neutral,negativo
K:)k.are you in college?,1,neutral,negativo
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",0,negative,negativo
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,2,positive,negativo
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),0,negative,negativo
Theyre doing it to lots of places. Only hospitals and medical places are safe.,2,positive,negativo
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),0,negative,positivo
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,1,neutral,negativo
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",1,neutral,negativo
I cant wait to see you! How were the photos were useful? :),2,positive,negativo
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,0,negative,negativo
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,0,negative,negativo
Chk in ur belovd ms dict,3,informal,negativo
Is that what time you want me to come?,1,neutral,negativo
"Awesome, lemme know whenever you're around",4,compliment,positivo
Shb b ok lor... Thanx...,2,positive,negativo
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",4,compliment,positivo
Also remember to get dobby's bowl from your car,1,neutral,negativo
Filthy stories and GIRLS waiting for your,0,negative,negativo
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,3,informal,negativo
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",4,compliment,positivo
Welp apparently he retired,1,neutral,negativo
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,0,negative,positivo
Where @,1,neutral,negativo
U sure u can't take any sick time?,3,informal,negativo
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,0,negative,negativo
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",3,informal,negativo
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,3,informal,positivo
Are you this much buzy,1,neutral,negativo
Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,2,positive,positivo
I am not sure about night menu. . . I know only about noon menu,1,neutral,negativo
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,3,informal,negativo
Are you willing to go for aptitude class.,1,neutral,positivo
"It wont b until 2.15 as trying 2 sort house out, is that ok?",2,positive,negativo
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",3,informal,negativo
"Haha awesome, omw back now then",4,compliment,positivo
Yup i thk so until e shop closes lor.,1,neutral,negativo
what is your account number?,1,neutral,negativo
Eh u send wrongly lar...,3,informal,negativo
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya,3,informal,negativo
Ok i shall talk to him,2,positive,positivo
Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,2,positive,negativo
Hey you can pay. With salary de. Only  &lt;#&gt; .,3,informal,negativo
Another month. I need chocolate weed and alcohol.,1,neutral,negativo
If he started searching he will get job in few days.he have great potential and talent.,4,compliment,positivo
Reckon need to be in town by eightish to walk from * carpark.,1,neutral,negativo
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",0,negative,negativo
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,0,negative,positivo
Yo guess what I just dropped,1,neutral,negativo
Carlos says he'll be at mu in  &lt;#&gt;  minutes,1,neutral,positivo
I'm in office now . I will call you  &lt;#&gt;  min:),1,neutral,positivo
"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",2,positive,positivo
"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",1,neutral,negativo
Ugh. Gotta drive back to sd from la. My butt is sore.,0,negative,negativo
26th OF JULY,1,neutral,positivo
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,4,compliment,positivo
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,1,neutral,negativo
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,4,compliment,positivo
"I can't, I don't have her number!",3,informal,negativo
Change again... It's e one next to escalator...,1,neutral,negativo
Yetunde i'm in class can you not run water on it to make it ok. Pls now.,2,positive,positivo
Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,1,neutral,negativo
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,3,informal,negativo
"Aight will do, thanks again for comin out",4,compliment,positivo
No..but heard abt tat..,1,neutral,negativo
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,0,negative,negativo
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,4,compliment,positivo
&lt;#&gt;  am I think? Should say on syllabus,1,neutral,negativo
Umma. Did she say anything,1,neutral,negativo
Give me a sec to think think about it,1,neutral,positivo
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,0,negative,negativo
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,1,neutral,negativo
"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",1,neutral,negativo
"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",2,positive,positivo
Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,3,informal,negativo
"I just got home babe, are you still awake ?",1,neutral,positivo
I dunno they close oredi not... Ü v ma fan...,1,neutral,negativo
Just buy a pizza. Meat lovers or supreme. U get to pick.,3,informal,positivo
"Ya, told..she was asking wats matter?",1,neutral,negativo
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",2,positive,negativo
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,0,negative,negativo
Shall i send that exe to your mail id.,1,neutral,negativo
Nope watching tv at home... Not going out. V bored...,1,neutral,negativo
Don know..wait i will check it.,1,neutral,positivo
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",4,compliment,positivo
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,0,negative,negativo
We still on for tonight?,1,neutral,positivo
May i call You later Pls,1,neutral,negativo
Hasn't that been the pattern recently crap weekends?,0,negative,negativo
I have a sore throat. It's scratches when I talk,0,negative,negativo
Yes da. Any plm at ur office,3,informal,negativo
Are you not around or just still asleep? :V,1,neutral,negativo
"Lol you forgot it eh ? Yes, I'll bring it in babe",3,informal,negativo
"Its good, we'll find a way",4,compliment,positivo
Can not use foreign stamps in this country. Good lecture .,4,compliment,positivo
Yup bathe liao...,1,neutral,negativo
HAPPY NEW YEAR MY NO.1 MAN,2,positive,positivo
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",3,informal,positivo
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,3,informal,negativo
"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",0,negative,positivo
"No my blankets are sufficient, thx",1,neutral,negativo
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",2,positive,negativo
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",1,neutral,negativo
They just talking thats it de. They wont any other.,1,neutral,negativo
Today am going to college so am not able to atten the class.,1,neutral,negativo
I'm in class. Will holla later,1,neutral,positivo
Easy ah?sen got selected means its good..,4,compliment,positivo
Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,4,compliment,positivo
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",0,negative,positivo
"Come round, it's .",1,neutral,positivo
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",3,informal,negativo
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",0,negative,positivo
I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,3,informal,negativo
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,0,negative,positivo
Are you available for soiree on June 3rd?,1,neutral,positivo
Do u noe wat time e place dat sells 4d closes?,3,informal,negativo
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",3,informal,negativo
Jay's getting really impatient and belligerent,0,negative,negativo
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,3,informal,negativo
I'm at work. Please call,2,positive,positivo
Then u drive lor.,3,informal,negativo
Ard 515 like dat. Y?,2,positive,negativo
Tell me they're female :V how're you throwing in? We're deciding what all to get now,1,neutral,negativo
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,0,negative,negativo
I'm working technical support :)voice process.networking field.,2,positive,positivo
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,0,negative,negativo
